GeneID	Symbol	EnsemblID
100422991	MIR1260B	ENSG00000266192
90522	YIF1B	ENSG00000167645
60496	AASDHPPT	ENSG00000149313
55695	NSUN5	ENSG00000130305
23637	RABGAP1	ENSG00000011454
6511	SLC1A6	ENSG00000105143
340665	CYP26C1	ENSG00000187553
84890	ADO	ENSG00000181915
79959	CEP76	ENSG00000101624
29074	MRPL18	ENSG00000112110
10328	EMC8	ENSG00000131148
5544	PRB3	ENSG00000197870
5098	PCDHGC3	ENSG00000240184
124454	EARS2	ENSG00000103356
84667	HES7	ENSG00000179111
55558	PLXNA3	ENSG00000130827
54953	ODR4	ENSG00000157181
10003	NAALAD2	ENSG00000077616
201501	ZBTB7C	ENSG00000184828
95681	CEP41	ENSG00000106477
89796	NAV1	ENSG00000134369
84957	RELT	ENSG00000054967
64841	GNPNAT1	ENSG00000100522
10278	EFS	ENSG00000100842
4122	MAN2A2	ENSG00000196547
55958	KLHL9	ENSG00000198642
26146	TRAF3IP1	ENSG00000204104
23514	SPIDR	ENSG00000164808
140710	SOGA1	ENSG00000149639
55758	RCOR3	ENSG00000117625
54521	WDR44	ENSG00000131725
399959	MIR100HG	ENSG00000255248
93099	DMKN	ENSG00000161249
92856	IMP4	ENSG00000136718
84132	USP42	ENSG00000106346
81544	GDPD5	ENSG00000158555
54913	RPP25	ENSG00000178718
53917	RAB24	ENSG00000169228
51074	APIP	ENSG00000149089
22876	INPP5F	ENSG00000198825
8576	STK16	ENSG00000115661
4542	MYO1F	ENSG00000142347
653808	ZG16	ENSG00000174992
134526	ACOT12	ENSG00000172497
64130	LIN7B	ENSG00000104863
54579	UGT1A5	ENSG00000288705
7718	ZNF165	ENSG00000197279
100506119	LINC01503	ENSG00000233901
84941	HSH2D	ENSG00000196684
54766	BTG4	ENSG00000137707
150280	HORMAD2	ENSG00000176635
55831	EMC3	ENSG00000125037
146225	CMTM2	ENSG00000140932
64100	ELSPBP1	ENSG00000169393
50700	RDH8	ENSG00000080511
55813	UTP6	ENSG00000108651
54856	GON4L	ENSG00000116580
100302179	MIR1270	ENSG00000238517
117532	TMC2	ENSG00000149488
55206	SBNO1	ENSG00000139697
644815	FAM83G	ENSG00000188522
283869	NPW	ENSG00000183971
132660	LIN54	ENSG00000189308
84056	KATNAL1	ENSG00000102781
9949	AMMECR1	ENSG00000101935
9814	SFI1	ENSG00000198089
3797	KIF3C	ENSG00000084731
127700	OSCP1	ENSG00000116885
79912	PYROXD1	ENSG00000121350
54797	MED18	ENSG00000130772
23354	HAUS5	ENSG00000249115
5612	THAP12	ENSG00000137492
192683	SCAMP5	ENSG00000198794
93145	OLFM2	ENSG00000105088
79867	TCTN2	ENSG00000168778
63977	PRDM15	ENSG00000141956
57497	LRFN2	ENSG00000156564
7499	XG	ENSG00000124343
2135	EXTL2	ENSG00000162694
246330	PELI3	ENSG00000174516
143458	LDLRAD3	ENSG00000179241
57461	ISY1	ENSG00000240682
9079	LDB2	ENSG00000169744
100507500	EGFR-AS1	ENSG00000224057
91875	TTC5	ENSG00000136319
11161	ERG28	ENSG00000133935
5990	RFX2	ENSG00000087903
3196	TLX2	ENSG00000115297
55313	CPPED1	ENSG00000103381
728695	SPANXB1	ENSG00000227234
83604	TMEM47	ENSG00000147027
7016	TESK1	ENSG00000107140
5365	PLXNB3	ENSG00000198753
83460	EMC6	ENSG00000127774
79572	ATP13A3	ENSG00000133657
29796	UQCR10	ENSG00000184076
22826	DNAJC8	ENSG00000126698
9912	ARHGAP44	ENSG00000006740
3747	KCNC2	ENSG00000166006
92105	INTS4	ENSG00000149262
60682	SMAP1	ENSG00000112305
57558	USP35	ENSG00000118369
50808	AK3	ENSG00000147853
766	CA7	ENSG00000168748
440574	MICOS10	ENSG00000173436
84245	MRI1	ENSG00000037757
65095	KRI1	ENSG00000129347
54602	NDFIP2	ENSG00000102471
445329	SULT1A4	ENSG00000213648
53840	TRIM34	ENSG00000258659
51503	CWC15	ENSG00000150316
1102	RCBTB2	ENSG00000136161
932	MS4A3	ENSG00000149516
5412	UBL3	ENSG00000122042
1635	DCTD	ENSG00000129187
90809	PIP4P1	ENSG00000165782
79760	GEMIN7	ENSG00000142252
57649	PHF12	ENSG00000109118
11020	IFT27	ENSG00000100360
9390	SLC22A13	ENSG00000172940
157285	PRAG1	ENSG00000275342
147700	KLC3	ENSG00000104892
23742	NPAP1	ENSG00000185823
23132	RAD54L2	ENSG00000164080
282991	BLOC1S2	ENSG00000196072
140947	DCANP1	ENSG00000251380
84128	WDR75	ENSG00000115368
56165	TDRD1	ENSG00000095627
197370	NSMCE1	ENSG00000169189
115106	HAUS1	ENSG00000152240
92659	MILIP	ENSG00000265688
80864	EGFL8	ENSG00000241404
339829	CCDC39	ENSG00000284862
63036	CELA2A	ENSG00000142615
55258	THNSL2	ENSG00000144115
150696	PROM2	ENSG00000155066
10534	ZNRD2	ENSG00000173465
9658	ZNF516	ENSG00000101493
6433	SFSWAP	ENSG00000061936
534	ATP6V1G2	ENSG00000213760
442896	MIR302D	ENSG00000199145
203245	NAIF1	ENSG00000171169
84303	CHCHD6	ENSG00000159685
56928	SPPL2B	ENSG00000005206
26207	PITPNC1	ENSG00000154217
114805	GALNT13	ENSG00000144278
30833	NT5C	ENSG00000125458
10809	STARD10	ENSG00000214530
80830	APOL6	ENSG00000221963
79665	DHX40	ENSG00000108406
7485	GET1	ENSG00000182093
5681	PSKH1	ENSG00000159792
79874	RABEP2	ENSG00000177548
26115	TANC2	ENSG00000170921
26094	DCAF4	ENSG00000119599
259282	BOD1L1	ENSG00000038219
91445	RNF185	ENSG00000138942
64856	VWA1	ENSG00000179403
55588	MED29	ENSG00000063322
55450	CAMK2N1	ENSG00000162545
100188847	MIR1225	ENSG00000221656
171558	PTCRA	ENSG00000171611
54363	HAO1	ENSG00000101323
346673	STRA8	ENSG00000146857
257364	SNX33	ENSG00000173548
147111	NOTUM	ENSG00000185269
56474	CTPS2	ENSG00000047230
55784	MCTP2	ENSG00000140563
9697	TRAM2	ENSG00000065308
327657	SERPINA9	ENSG00000170054
79961	DENND2D	ENSG00000162777
79767	ELMO3	ENSG00000102890
23007	PLCH1	ENSG00000114805
4184	SMCP	ENSG00000163206
154215	NKAIN2	ENSG00000188580
152573	SHISA3	ENSG00000178343
113091	PTH2	ENSG00000142538
84934	RITA1	ENSG00000139405
64333	ARHGAP9	ENSG00000123329
26001	RNF167	ENSG00000108523
9675	TTI1	ENSG00000101407
146227	BEAN1	ENSG00000166546
124274	GPR139	ENSG00000180269
22873	DZIP1	ENSG00000134874
260434	PYDC1	ENSG00000169900
84174	SLA2	ENSG00000101082
80233	FAAP100	ENSG00000185504
29970	SCHIP1	ENSG00000151967
1350	COX7C	ENSG00000127184
64744	SMAP2	ENSG00000084070
57519	STARD9	ENSG00000159433
57017	COQ9	ENSG00000088682
127124	ATP6V1G3	ENSG00000151418
79903	NAA60	ENSG00000122390
79875	THSD4	ENSG00000187720
55897	MESP1	ENSG00000166823
55559	HAUS7	ENSG00000213397
55068	ENOX1	ENSG00000120658
90293	KLHL13	ENSG00000003096
79641	ROGDI	ENSG00000067836
79090	TRAPPC6A	ENSG00000007255
23399	CTDNEP1	ENSG00000175826
11018	TMED1	ENSG00000099203
123016	TTC8	ENSG00000165533
84320	ACBD6	ENSG00000230124
55917	CTTNBP2NL	ENSG00000143079
30014	SPANXA1	ENSG00000198021
3344	FOXN2	ENSG00000170802
1351	COX8A	ENSG00000176340
118142757	GUCA1ANB-GUCA1A	ENSG00000290147
645687	LINC00520	ENSG00000258791
255324	EPGN	ENSG00000182585
221044	UCMA	ENSG00000165623
132851	SPATA4	ENSG00000150628
83698	CALN1	ENSG00000183166
84929	FIBCD1	ENSG00000130720
55106	SLFN12	ENSG00000172123
23623	RUSC1	ENSG00000160753
10478	SLC25A17	ENSG00000100372
8987	STBD1	ENSG00000118804
6746	SSR2	ENSG00000163479
144402	CPNE8	ENSG00000139117
729533	FAM72A	ENSG00000196550
64795	RMND5A	ENSG00000153561
11098	PRSS23	ENSG00000150687
8796	SCEL	ENSG00000136155
7164	TPD52L1	ENSG00000111907
6758	SSX5	ENSG00000165583
152789	JAKMIP1	ENSG00000152969
134265	AFAP1L1	ENSG00000157510
81614	NIPA2	ENSG00000140157
11283	CYP4F8	ENSG00000186526
11017	SNRNP27	ENSG00000124380
10467	ZNHIT1	ENSG00000106400
9741	LAPTM4A	ENSG00000068697
4943	TBC1D25	ENSG00000068354
1762	DMWD	ENSG00000185800
399694	SHC4	ENSG00000185634
54934	KANSL2	ENSG00000139620
4033	IRAG2	ENSG00000118308
51646	YPEL5	ENSG00000119801
27042	UTP25	ENSG00000117597
8816	DCAF5	ENSG00000139990
7479	WNT8B	ENSG00000075290
574482	MIR520D	ENSG00000207735
84660	CCDC62	ENSG00000130783
55728	N4BP2	ENSG00000078177
54676	GTPBP2	ENSG00000172432
54344	DPM3	ENSG00000179085
53942	CNTN5	ENSG00000149972
23550	PSD4	ENSG00000125637
285761	DCBLD1	ENSG00000164465
165904	XIRP1	ENSG00000168334
162466	PHOSPHO1	ENSG00000173868
140739	UBE2F	ENSG00000184182
57705	WDFY4	ENSG00000128815
10239	AP3S2	ENSG00000157823
1657	DMXL1	ENSG00000172869
80727	TTYH3	ENSG00000136295
80210	ARMC9	ENSG00000135931
55218	EXD2	ENSG00000081177
55036	CCDC40	ENSG00000141519
54734	RAB39A	ENSG00000179331
23014	FBXO21	ENSG00000135108
8896	BUD31	ENSG00000106245
219927	MRPL21	ENSG00000197345
57221	ARFGEF3	ENSG00000112379
54760	PCSK4	ENSG00000115257
50831	TAS2R3	ENSG00000127362
10404	CPQ	ENSG00000104324
9468	PCYT1B	ENSG00000102230
7179	TPTE	ENSG00000274391
869	CBLN1	ENSG00000102924
57786	RBAK	ENSG00000146587
23473	CAPN7	ENSG00000131375
10929	SRSF8	ENSG00000263465
9127	P2RX6	ENSG00000099957
340168	DPPA5	ENSG00000203909
142679	DUSP19	ENSG00000162999
83985	SPNS1	ENSG00000169682
6860	SYT4	ENSG00000132872
4975	OMP	ENSG00000254550
387882	C12orf75	ENSG00000235162
92675	DTD1	ENSG00000125821
29907	SNX15	ENSG00000110025
28972	SPCS1	ENSG00000114902
11282	MGAT4B	ENSG00000161013
9957	HS3ST1	ENSG00000002587
387119	CEP85L	ENSG00000111860
90139	TSPAN18	ENSG00000157570
54468	MIOS	ENSG00000164654
11154	AP4S1	ENSG00000100478
10156	RASA4	ENSG00000105808
4713	NDUFB7	ENSG00000099795
137814	NKX2-6	ENSG00000180053
51596	CUTA	ENSG00000112514
29802	VPREB3	ENSG00000128218
8228	PNPLA4	ENSG00000006757
4242	MFNG	ENSG00000100060
79031	PDCL3	ENSG00000115539
10897	YIF1A	ENSG00000174851
541466	CT45A1	ENSG00000268940
283383	ADGRD1	ENSG00000111452
201254	CENPX	ENSG00000169689
29015	SLC43A3	ENSG00000134802
26285	CLDN17	ENSG00000156282
283487	PRECSIT	ENSG00000255874
51187	RSL24D1	ENSG00000137876
11041	B4GAT1	ENSG00000174684
653499	LGALS7B	ENSG00000178934
116984	ARAP2	ENSG00000047365
56849	TCEAL7	ENSG00000182916
4892	NRAP	ENSG00000197893
199699	DAND5	ENSG00000179284
10782	ZNF274	ENSG00000171606
8908	GYG2	ENSG00000056998
7625	ZNF74	ENSG00000185252
2709	GJB5	ENSG00000189280
51134	CEP83	ENSG00000173588
387680	WASHC2A	ENSG00000099290
340602	EZHIP	ENSG00000187690
160335	TMTC2	ENSG00000179104
24142	NAA80	ENSG00000243477
83930	STARD3NL	ENSG00000010270
79724	ZNF768	ENSG00000169957
60559	SPCS3	ENSG00000129128
51451	LCMT1	ENSG00000205629
23109	DDN	ENSG00000181418
9767	JADE3	ENSG00000102221
6120	RPE	ENSG00000197713
3071	NCKAP1L	ENSG00000123338
442899	MIR325	ENSG00000207995
84333	PCGF5	ENSG00000180628
81579	PLA2G12A	ENSG00000123739
55034	MOCOS	ENSG00000075643
51374	ATRAID	ENSG00000138085
8532	CPZ	ENSG00000109625
5863	RGL2	ENSG00000237441
1802	DPH2	ENSG00000132768
85441	HELZ2	ENSG00000130589
84912	SLC35B4	ENSG00000205060
23167	EFR3A	ENSG00000132294
8330	H2AC15	ENSG00000275221
2016	EMX1	ENSG00000135638
357	SHROOM2	ENSG00000146950
51728	POLR3K	ENSG00000161980
8634	RTCA	ENSG00000137996
85395	SLX9	ENSG00000160256
54928	BPNT2	ENSG00000104331
29081	METTL5	ENSG00000138382
387338	NSUN4	ENSG00000117481
340152	ZC3H12D	ENSG00000178199
55254	TMEM39A	ENSG00000176142
54509	RHOF	ENSG00000139725
340706	VWA2	ENSG00000165816
134391	GPR151	ENSG00000173250
129446	XIRP2	ENSG00000163092
54769	DIRAS2	ENSG00000165023
51700	CYB5R2	ENSG00000166394
10965	ACOT2	ENSG00000119673
7580	ZNF32	ENSG00000169740
343171	OR2W3	ENSG00000238243
149465	CFAP57	ENSG00000243710
51619	UBE2D4	ENSG00000078967
257019	FRMD3	ENSG00000172159
125206	SLC5A10	ENSG00000154025
66035	SLC2A11	ENSG00000133460
59336	PRDM13	ENSG00000112238
57655	GRAMD1A	ENSG00000089351
22884	WDR37	ENSG00000047056
8214	DGCR6	ENSG00000183628
5128	CDK17	ENSG00000059758
2123	EVI2A	ENSG00000126860
140801	RPL10L	ENSG00000165496
196883	ADCY4	ENSG00000129467
134701	RIPPLY2	ENSG00000203877
118980	SFXN2	ENSG00000156398
84928	TMEM209	ENSG00000146842
10237	SLC35B1	ENSG00000121073
84532	ACSS1	ENSG00000154930
56994	CHPT1	ENSG00000111666
5149	PDE6H	ENSG00000139053
56267	KYAT3	ENSG00000137944
55619	DOCK10	ENSG00000135905
7108	TM7SF2	ENSG00000149809
255488	RNF144B	ENSG00000137393
146850	PIK3R6	ENSG00000276231
64215	DNAJC1	ENSG00000136770
10873	ME3	ENSG00000151376
6619	SNAPC3	ENSG00000164975
441478	NRARP	ENSG00000198435
259296	TAS2R50	ENSG00000212126
129531	MITD1	ENSG00000158411
56954	NIT2	ENSG00000114021
51397	COMMD10	ENSG00000145781
145282	MIPOL1	ENSG00000151338
113878	DTX2	ENSG00000091073
55137	FIGN	ENSG00000182263
51605	TRMT6	ENSG00000089195
26123	TCTN3	ENSG00000119977
81621	KAZALD1	ENSG00000107821
55610	VPS50	ENSG00000004766
10570	DPYSL4	ENSG00000151640
11036	GTF2A1L	ENSG00000242441
9650	MTFR1	ENSG00000066855
254251	LCORL	ENSG00000178177
170425	LINC00858	ENSG00000229404
147007	TMEM199	ENSG00000244045
83752	LONP2	ENSG00000102910
55086	RADX	ENSG00000147231
54465	ETAA1	ENSG00000143971
23119	HIC2	ENSG00000169635
5672	PSG4	ENSG00000243137
100101267	POM121C	ENSG00000272391
201266	SLC39A11	ENSG00000133195
128710	SLX4IP	ENSG00000149346
83479	DDX59	ENSG00000118197
51601	LIPT1	ENSG00000144182
22887	FOXJ3	ENSG00000198815
10655	DMRT2	ENSG00000173253
5475	PPEF1	ENSG00000086717
342618	SLFN14	ENSG00000236320
283446	MYO1H	ENSG00000174527
163732	CITED4	ENSG00000179862
84206	MEX3B	ENSG00000183496
55825	PECR	ENSG00000115425
51759	C9orf78	ENSG00000136819
10943	MSL3	ENSG00000005302
84901	NFATC2IP	ENSG00000176953
29880	ALG5	ENSG00000120697
100861402	CERS6-AS1	ENSG00000227617
146183	OTOA	ENSG00000155719
79174	CRELD2	ENSG00000184164
57600	FNIP2	ENSG00000052795
26520	TIMM9	ENSG00000100575
10205	MPZL2	ENSG00000149573
6846	XCL2	ENSG00000143185
4701	NDUFA7	ENSG00000267855
401024	FSIP2	ENSG00000188738
245973	ATP6V1C2	ENSG00000143882
202018	TAPT1	ENSG00000169762
54919	DNAAF5	ENSG00000164818
9541	CIR1	ENSG00000138433
79725	THAP9	ENSG00000168152
63934	ZNF667	ENSG00000198046
57134	MAN1C1	ENSG00000117643
770	CA11	ENSG00000063180
374454	KRT77	ENSG00000189182
338773	TMEM119	ENSG00000183160
170825	GSX2	ENSG00000180613
79726	WDR59	ENSG00000103091
64595	TTTY15	ENSG00000114374
64429	ZDHHC6	ENSG00000023041
23632	CA14	ENSG00000118298
9488	PIGB	ENSG00000069943
3823	KLRC3	ENSG00000205810
145581	LRFN5	ENSG00000165379
116461	TSEN15	ENSG00000198860
7802	DNALI1	ENSG00000163879
100287569	LINC00173	ENSG00000196668
81557	MAGED4B	ENSG00000187243
51550	CINP	ENSG00000100865
10867	TSPAN9	ENSG00000011105
388389	CCDC103	ENSG00000167131
347344	ZNF81	ENSG00000197779
83992	CTTNBP2	ENSG00000077063
10753	CAPN9	ENSG00000135773
8345	H2BC9	ENSG00000275713
2117	ETV3	ENSG00000117036
138046	RALYL	ENSG00000184672
123720	WHAMM	ENSG00000156232
84909	AOPEP	ENSG00000148120
84248	FYTTD1	ENSG00000122068
84109	QRFPR	ENSG00000186867
79171	RBM42	ENSG00000126254
59351	PBOV1	ENSG00000254440
144766	LINC00355	ENSG00000227674
125058	TBC1D16	ENSG00000167291
51174	TUBD1	ENSG00000108423
5673	PSG5	ENSG00000204941
23281	MTUS2	ENSG00000132938
9929	JOSD1	ENSG00000100221
245972	ATP6V0D2	ENSG00000147614
113246	C12orf57	ENSG00000111678
54460	MRPS21	ENSG00000266472
6561	SLC13A1	ENSG00000081800
6018	RLF	ENSG00000117000
387700	SLC16A12	ENSG00000152779
378825	PICSAR	ENSG00000275874
200916	RPL22L1	ENSG00000163584
79778	MICALL2	ENSG00000164877
51264	MRPL27	ENSG00000108826
54033	RBM11	ENSG00000185272
25790	CFAP45	ENSG00000213085
8497	PPFIA4	ENSG00000143847
7106	TSPAN4	ENSG00000214063
102659353	THRIL	ENSG00000280634
161253	REM2	ENSG00000139890
115817	DHRS1	ENSG00000157379
57117	INTS12	ENSG00000138785
54914	FOCAD	ENSG00000188352
54879	ST7L	ENSG00000007341
23383	MAU2	ENSG00000129933
140545	RNF32	ENSG00000105982
90379	DCAF15	ENSG00000132017
79816	TLE6	ENSG00000104953
64320	RNF25	ENSG00000163481
57713	SFMBT2	ENSG00000198879
55308	DDX19A	ENSG00000168872
23174	ZCCHC14	ENSG00000140948
440686	H3-7	ENSG00000273213
93611	FBXO44	ENSG00000132879
93492	TPTE2	ENSG00000132958
84720	PIGO	ENSG00000165282
55133	SRBD1	ENSG00000068784
23275	POFUT2	ENSG00000186866
22885	ABLIM3	ENSG00000173210
118611	C10orf90	ENSG00000154493
56851	EMC7	ENSG00000134153
54873	PALMD	ENSG00000099260
388015	RTL1	ENSG00000254656
140679	SLC32A1	ENSG00000101438
115727	RASGRP4	ENSG00000171777
83473	KATNAL2	ENSG00000167216
57479	PRR12	ENSG00000126464
4958	OMD	ENSG00000127083
84679	SLC9A7	ENSG00000065923
84306	PDCD2L	ENSG00000126249
83549	UCK1	ENSG00000130717
58529	MYOZ1	ENSG00000177791
56033	BARX1	ENSG00000131668
27034	ACAD8	ENSG00000151498
23430	TPSD1	ENSG00000095917
80128	TRIM46	ENSG00000163462
54112	GPR88	ENSG00000181656
23169	SLC35D1	ENSG00000116704
54546	RNF186	ENSG00000178828
27349	MCAT	ENSG00000100294
9899	SV2B	ENSG00000185518
8559	PRPF18	ENSG00000165630
348932	SLC6A18	ENSG00000164363
93624	TADA2B	ENSG00000173011
80055	PGAP1	ENSG00000197121
8612	PLPP2	ENSG00000141934
134510	UBLCP1	ENSG00000164332
94101	ORMDL1	ENSG00000128699
79699	ZYG11B	ENSG00000162378
51540	SCLY	ENSG00000132330
27158	NDOR1	ENSG00000188566
693212	MIR627	ENSG00000207712
100616469	MIR4429	ENSG00000264010
152002	XXYLT1	ENSG00000173950
51069	MRPL2	ENSG00000112651
8447	DOC2B	ENSG00000272636
23412	COMMD3	ENSG00000148444
254528	MEIOB	ENSG00000162039
63875	MRPL17	ENSG00000158042
145873	MESP2	ENSG00000188095
57626	KLHL1	ENSG00000150361
27341	RRP7A	ENSG00000189306
2831	NPBWR1	ENSG00000288611
148252	DIRAS1	ENSG00000176490
81833	SPACA1	ENSG00000118434
65977	PLEKHA3	ENSG00000116095
57464	STRIP2	ENSG00000128578
22928	SEPHS2	ENSG00000179918
379	ARL4D	ENSG00000175906
79585	CORO7	ENSG00000262246
9910	RABGAP1L	ENSG00000152061
103352539	LINC01410	ENSG00000238113
339488	TFAP2E	ENSG00000116819
64375	IKZF4	ENSG00000123411
55969	RAB5IF	ENSG00000101084
54867	TMEM214	ENSG00000119777
29903	CCDC106	ENSG00000173581
192666	KRT24	ENSG00000167916
94134	ARHGAP12	ENSG00000165322
65979	PHACTR4	ENSG00000204138
51616	TAF9B	ENSG00000187325
51259	TMEM216	ENSG00000187049
136371	ASB10	ENSG00000146926
84274	COQ5	ENSG00000110871
64762	GAREM1	ENSG00000141441
54469	ZFAND6	ENSG00000086666
5671	PSG3	ENSG00000221826
56980	PRDM10	ENSG00000170325
55573	CDV3	ENSG00000091527
6307	MSMO1	ENSG00000052802
3238	HOXD12	ENSG00000170178
199746	U2AF1L4	ENSG00000161265
55615	PRR5	ENSG00000186654
54948	MRPL16	ENSG00000166902
28965	SLC27A6	ENSG00000113396
25915	NDUFAF3	ENSG00000178057
100131187	TSTD1	ENSG00000215845
388939	PCARE	ENSG00000179270
387332	TBPL2	ENSG00000182521
340895	MALRD1	ENSG00000204740
126119	JOSD2	ENSG00000161677
124912	SPACA3	ENSG00000141316
81490	PTDSS2	ENSG00000174915
57609	DIP2B	ENSG00000066084
57223	PPP4R3B	ENSG00000275052
55119	PRPF38B	ENSG00000134186
26122	EPC2	ENSG00000135999
170680	PSORS1C2	ENSG00000204538
157855	KCNU1	ENSG00000215262
83444	INO80B	ENSG00000115274
56978	PRDM8	ENSG00000152784
51257	MARCHF2	ENSG00000099785
6861	SYT5	ENSG00000129990
283373	ANKRD52	ENSG00000139645
170261	ZCCHC12	ENSG00000174460
64895	PAPOLG	ENSG00000115421
1101	CHAD	ENSG00000136457
344901	OSTN	ENSG00000188729
84057	MND1	ENSG00000121211
80205	CHD9	ENSG00000177200
124626	ZPBP2	ENSG00000186075
120071	LARGE2	ENSG00000165905
11019	LIAS	ENSG00000121897
347735	SERINC2	ENSG00000168528
79178	THTPA	ENSG00000259431
60314	MYG1	ENSG00000139637
11102	RPP14	ENSG00000163684
4302	MLLT6	ENSG00000275023
80714	PBX4	ENSG00000105717
57707	MEAK7	ENSG00000140950
55063	ZCWPW1	ENSG00000078487
284366	KLK9	ENSG00000213022
84817	TXNDC17	ENSG00000129235
83888	FGFBP2	ENSG00000137441
57560	IFT80	ENSG00000068885
51179	HAO2	ENSG00000116882
8348	H2BC17	ENSG00000274641
5676	PSG7	ENSG00000221878
253558	LCLAT1	ENSG00000172954
144195	SLC2A14	ENSG00000173262
51075	TMX2	ENSG00000213593
51042	ZNF593	ENSG00000142684
11272	PRR4	ENSG00000111215
7678	ZNF124	ENSG00000196418
4947	OAZ2	ENSG00000180304
148479	PHF13	ENSG00000116273
139411	PTCHD1	ENSG00000165186
55139	ANKZF1	ENSG00000163516
25791	NGEF	ENSG00000066248
9747	TCAF1	ENSG00000198420
728215	NALF1	ENSG00000204442
56956	LHX9	ENSG00000143355
55837	EAPP	ENSG00000129518
29915	HCFC2	ENSG00000111727
27285	TEKT2	ENSG00000092850
26280	IL1RAPL2	ENSG00000189108
10741	RBBP9	ENSG00000089050
406889	MIRLET7F2	ENSG00000208012
131377	KLHL40	ENSG00000157119
55246	CCDC25	ENSG00000147419
55048	VPS37C	ENSG00000167987
26519	TIMM10	ENSG00000134809
25834	MGAT4C	ENSG00000182050
3321	IGSF3	ENSG00000143061
57657	HCN3	ENSG00000143630
23658	LSM5	ENSG00000106355
196403	DTX3	ENSG00000178498
64377	CHST8	ENSG00000124302
56203	LMOD3	ENSG00000163380
55741	EDEM2	ENSG00000088298
10966	RAB40B	ENSG00000141542
8344	H2BC6	ENSG00000274290
6920	TCEA3	ENSG00000204219
285242	HTR3E	ENSG00000186038
84675	TRIM55	ENSG00000147573
80352	RNF39	ENSG00000204618
65062	TMEM237	ENSG00000155755
28958	COA3	ENSG00000183978
26015	RPAP1	ENSG00000103932
11133	KPTN	ENSG00000118162
283375	SLC39A5	ENSG00000139540
80350	LPAL2	ENSG00000290613
55079	FEZF2	ENSG00000153266
54542	RC3H2	ENSG00000056586
25822	DNAJB5	ENSG00000137094
10489	LRRC41	ENSG00000132128
10200	MPHOSPH6	ENSG00000135698
2854	GPR32	ENSG00000142511
2791	GNG11	ENSG00000127920
115701	ALPK2	ENSG00000198796
54812	AFTPH	ENSG00000119844
29960	MRM2	ENSG00000122687
3049	HBQ1	ENSG00000086506
389856	USP27X	ENSG00000273820
124222	PAQR4	ENSG00000162073
9847	C2CD5	ENSG00000111731
440093	H3-5	ENSG00000188375
128853	DUSP15	ENSG00000149599
112483	SAT2	ENSG00000141504
9651	PLCH2	ENSG00000149527
283987	HID1	ENSG00000167861
222487	ADGRG3	ENSG00000182885
90161	HS6ST2	ENSG00000171004
55791	LRIF1	ENSG00000121931
55324	ABCF3	ENSG00000161204
10633	RASL10A	ENSG00000100276
10099	TSPAN3	ENSG00000140391
53342	IL17D	ENSG00000172458
128553	TSHZ2	ENSG00000182463
64407	RGS18	ENSG00000150681
54793	KCTD9	ENSG00000104756
29886	SNX8	ENSG00000106266
26355	FAM162A	ENSG00000114023
10050	SLC17A4	ENSG00000146039
8992	ATP6V0E1	ENSG00000113732
151534	LBX2-AS1	ENSG00000257702
26266	SLC13A4	ENSG00000164707
22874	PLEKHA6	ENSG00000143850
10311	VPS26C	ENSG00000157538
9583	ENTPD4	ENSG00000197217
4710	NDUFB4	ENSG00000065518
89765	RSPH1	ENSG00000160188
55973	BCAP29	ENSG00000075790
55142	HAUS2	ENSG00000137814
28977	MRPL42	ENSG00000198015
85329	LGALS12	ENSG00000133317
64208	POPDC3	ENSG00000132429
56984	PSMG2	ENSG00000128789
3885	KRT34	ENSG00000131737
205428	DIPK2A	ENSG00000181744
92749	DRC1	ENSG00000157856
90826	PRMT9	ENSG00000164169
55632	G2E3	ENSG00000092140
55609	ZNF280C	ENSG00000056277
22828	SCAF8	ENSG00000213079
10439	OLFM1	ENSG00000130558
10044	SH2D3C	ENSG00000095370
9240	PNMA1	ENSG00000176903
786	CACNG1	ENSG00000108878
149775	GNAS-AS1	ENSG00000235590
8677	STX10	ENSG00000104915
49854	ZBTB21	ENSG00000173276
27136	MORC1	ENSG00000114487
23510	KCTD2	ENSG00000180901
9903	KLHL21	ENSG00000162413
153527	ZMAT2	ENSG00000146007
115948	ODAD3	ENSG00000198003
79364	ZXDC	ENSG00000070476
58498	MYL7	ENSG00000106631
51001	MTERF3	ENSG00000156469
10260	DENND4A	ENSG00000174485
7629	ZNF76	ENSG00000065029
221477	C6orf89	ENSG00000198663
92565	FANK1	ENSG00000203780
80013	MINDY3	ENSG00000148481
25979	DHRS7B	ENSG00000109016
25798	BRI3	ENSG00000164713
9811	CTIF	ENSG00000134030
163859	SDE2	ENSG00000143751
55629	PNRC2	ENSG00000189266
9175	MAP3K13	ENSG00000073803
9091	PIGQ	ENSG00000007541
1797	DXO	ENSG00000204348
114785	MBD6	ENSG00000166987
85459	CEP295	ENSG00000166004
22845	DOLK	ENSG00000175283
90332	EXOC3L2	ENSG00000283632
57159	TRIM54	ENSG00000138100
27006	FGF22	ENSG00000070388
10245	TIMM17B	ENSG00000126768
137075	CLDN23	ENSG00000253958
135152	B3GAT2	ENSG00000112309
124935	SLC43A2	ENSG00000167703
56731	SLC2A4RG	ENSG00000125520
55144	LRRC8D	ENSG00000171492
54103	GSAP	ENSG00000186088
84435	ADGRA1	ENSG00000197177
54851	ANKRD49	ENSG00000168876
