SCREEN_ID,SOURCE_ID,SOURCE_TYPE,AUTHOR,SCREEN_NAME,SCORES_SIZE,FULL_SIZE,FULL_SIZE_AVAILABLE,NUMBER_OF_HITS,ANALYSIS,SIGNIFICANCE_INDICATOR,SIGNIFICANCE_CRITERIA,THROUGHPUT,SCREEN_TYPE,SCREEN_FORMAT,EXPERIMENTAL_SETUP,DURATION,CONDITION_NAME,CONDITION_DOSAGE,MOI,LIBRARY,LIBRARY_TYPE,LIBRARY_METHODOLOGY,ENZYME,CELL_LINE,CELL_TYPE,PHENOTYPE,SCORE_COL_COUNT,SCORE.1_TYPE,SCORE.2_TYPE,SCORE.3_TYPE,SCORE.4_TYPE,SCORE.5_TYPE,ORGANISM_ID,ORGANISM_OFFICIAL,NOTES,SOURCE,SCREEN_RATIONALE,CELL_TYPE_BROAD
662,29526696,pubmed,Tarumoto Y (2018),24-PMID29526696,479,479,Yes,30,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,Human Kinase Domain-Focused CRISPR Knockout Library,CRISPRn,Knockout,Cas9,SNU-475,Hepatoma Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted kinase domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Liver
663,29526696,pubmed,Tarumoto Y (2018),25-PMID29526696,478,478,Yes,23,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,Human Kinase Domain-Focused CRISPR Knockout Library,CRISPRn,Knockout,Cas9,SNU-387,Hepatoma Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted kinase domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Liver
664,29526696,pubmed,Tarumoto Y (2018),26-PMID29526696,479,479,Yes,34,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,Human Kinase Domain-Focused CRISPR Knockout Library,CRISPRn,Knockout,Cas9,SNU-423,Hepatoma Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted kinase domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Liver
665,29526696,pubmed,Tarumoto Y (2018),27-PMID29526696,1427,1427,Yes,169,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,MOLM-13,Acute Myeloid Leukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
666,29526696,pubmed,Tarumoto Y (2018),28-PMID29526696,1427,1427,Yes,102,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,MV4-11,Acute Myeloid Leukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
667,29526696,pubmed,Tarumoto Y (2018),29-PMID29526696,1427,1427,Yes,96,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,NOMO-1,Acute Myeloid Leukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
668,29526696,pubmed,Tarumoto Y (2018),30-PMID29526696,1427,1427,Yes,79,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,THP-1,Monocytic Leukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
669,29526696,pubmed,Tarumoto Y (2018),31-PMID29526696,1426,1426,Yes,143,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,HEL,Erythroleukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
670,29526696,pubmed,Tarumoto Y (2018),32-PMID29526696,1427,1427,Yes,88,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,SET-2,Acute Myeloid Leukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
671,29526696,pubmed,Tarumoto Y (2018),33-PMID29526696,1427,1427,Yes,89,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,OCI-AML3,Acute Myeloid Leukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
672,29526696,pubmed,Tarumoto Y (2018),34-PMID29526696,1427,1427,Yes,48,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,U-937,Lymphoma Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Lymphoid
673,29526696,pubmed,Tarumoto Y (2018),35-PMID29526696,1427,1427,Yes,69,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,K-562,Chronic Myeloid Leukemia Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Myeloid
674,29526696,pubmed,Tarumoto Y (2018),36-PMID29526696,1427,1427,Yes,200,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,DMS-114,Lung Cancer Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Lung
675,29526696,pubmed,Tarumoto Y (2018),37-PMID29526696,1426,1426,Yes,120,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,NCI-H446,Lung Cancer Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Lung
676,29526696,pubmed,Tarumoto Y (2018),38-PMID29526696,1427,1427,Yes,81,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,NCI-H526,Lung Cancer Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Lung
677,29526696,pubmed,Tarumoto Y (2018),39-PMID29526696,1427,1427,Yes,79,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,NCI-H82,Lung Cancer Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Lung
678,29526696,pubmed,Tarumoto Y (2018),40-PMID29526696,1427,1427,Yes,124,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,A549,Lung Cancer Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Lung
679,29526696,pubmed,Tarumoto Y (2018),41-PMID29526696,1427,1427,Yes,83,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,AsPC1,Pancreatic Adenocarcinoma Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Pancreas / Glandular
680,29526696,pubmed,Tarumoto Y (2018),42-PMID29526696,1427,1427,Yes,150,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,CFPAC-1,Pancreatic Ductal Adenocarcinoma Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Pancreas / Glandular
681,29526696,pubmed,Tarumoto Y (2018),43-PMID29526696,1427,1427,Yes,81,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,BxPC-3,Pancreatic Adenocarcinoma Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Pancreas / Glandular
683,29526696,pubmed,Tarumoto Y (2018),45-PMID29526696,1427,1427,Yes,68,Log2 Fold Change (L2FC),Score Significance,Score.1 (CRISPR Score (CS)) < -1.5,High Throughput,Negative Selection,Pool,Timecourse,12 Doublings,NA,NA,~ 0.3,"CRISPRn Targeted Transcription Factor Domain Library (Vakoc, 2018)",CRISPRn,Knockout,Cas9,SUIT-2,Pancreatic Cancer Cell Line,cell proliferation,1,CRISPR Score (CS),NA,NA,NA,NA,9606,H. sapiens,this is not a genome-wide screen; the authors screened a targeted transcription factor domain library in AML versus non-AML cells,BioGRID ORCS,Cell-essential genes from a targeted transcription factor screen,Pancreas
691,30971826,pubmed,Behan FM (2019),1-PMID30971826,17995,17995,Yes,922,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,22RV1,Prostate Cancer Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Prostate
692,30971826,pubmed,Behan FM (2019),2-PMID30971826,17995,17995,Yes,1476,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,23132-87,Gastric Adenocarcinoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Gastrointestinal / Glandular
693,30971826,pubmed,Behan FM (2019),3-PMID30971826,17995,17995,Yes,1169,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,42-MG-BA,Glioblastoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Nervous
695,30971826,pubmed,Behan FM (2019),5-PMID30971826,17995,17995,Yes,1945,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,8-MG-BA,Glioblastoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Nervous
697,30971826,pubmed,Behan FM (2019),7-PMID30971826,17995,17995,Yes,1837,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,A2058,Melanoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Skin / Epithelium
698,30971826,pubmed,Behan FM (2019),8-PMID30971826,17995,17995,Yes,1237,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,A253,Salivary Gland Cancer Cell,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Oral / Glandular
699,30971826,pubmed,Behan FM (2019),9-PMID30971826,17995,17995,Yes,1572,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,A2780,Ovarian Cancer Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Ovary
700,30971826,pubmed,Behan FM (2019),10-PMID30971826,17995,17995,Yes,1908,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,A2780ADR,Ovary Adenocarcinoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Ovary / Glandular
701,30971826,pubmed,Behan FM (2019),11-PMID30971826,17995,17995,Yes,1358,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,A2780cis,Ovary Adenocarcinoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Ovary / Glandular
702,30971826,pubmed,Behan FM (2019),12-PMID30971826,17995,17995,Yes,1368,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,A-375,Melanoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Skin / Epithelium
703,30971826,pubmed,Behan FM (2019),13-PMID30971826,17995,17995,Yes,1179,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,A549,Lung Cancer Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Lung
704,30971826,pubmed,Behan FM (2019),14-PMID30971826,17995,17995,Yes,1788,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,AGS,Gastric Adenocarcinoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Gastrointestinal / Glandular
705,30971826,pubmed,Behan FM (2019),15-PMID30971826,17995,17995,Yes,1551,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,AM-38,Glioblastoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Nervous
706,30971826,pubmed,Behan FM (2019),16-PMID30971826,17995,17995,Yes,1631,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,ARH-77,B-lymphoblastoid cell line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Lymphoid
707,30971826,pubmed,Behan FM (2019),17-PMID30971826,17995,17995,Yes,1248,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,AsPC1,Pancreatic Adenocarcinoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Pancreas / Glandular
708,30971826,pubmed,Behan FM (2019),18-PMID30971826,17995,17995,Yes,1164,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,AU-565,Breast Cancer Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Breast
709,30971826,pubmed,Behan FM (2019),19-PMID30971826,17995,17995,Yes,1481,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,BB30-HNC,Head and Neck Squamous Cell Carcinoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Head and Neck / Squamous
710,30971826,pubmed,Behan FM (2019),20-PMID30971826,17995,17995,Yes,1551,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,BE2-M17,Neuroblastoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Nervous
711,30971826,pubmed,Behan FM (2019),21-PMID30971826,17995,17995,Yes,1614,BAGEL,Score Significance,Score.1 (Bayes Factor) > 0.0,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,~ 0.3,Human CRISPR Library v.1.1,CRISPRn,Knockout,Cas9,Becker,Astrocytoma Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Genes with a Scaled Bayesian Factor (BF) greater than 0 were identified as fitness genes (hits) for this cell line in this CRISPR screen. The modified BAGEL analysis computed gene-level BFs by the sgRNAs by averaging them instead of summing them. A 5% FDR threshold was used.,BioGRID ORCS,Cell-essential genes,Nervous
