cell_type,gene,num_hits,num_screens,gene_ensembl
Lung-Glandular,ACAA2,1,49,ENSG00000167315
Lung-Glandular,ACAD9,1,49,ENSG00000177646
Lung-Glandular,ACPT,1,49,
Lung-Glandular,ACTC1,1,49,ENSG00000159251
Lung-Glandular,ACTL9,1,49,ENSG00000181786
Lung-Glandular,ADAM8,1,49,ENSG00000151651
Lung-Glandular,ADAP1,1,49,ENSG00000105963
Lung-Glandular,ADCY3,1,49,ENSG00000138031
Lung-Glandular,ADM5,1,49,ENSG00000224420
Lung-Glandular,ADO,1,49,ENSG00000181915
Lung-Glandular,ADTRP,1,49,ENSG00000111863
Lung-Glandular,AFMID,1,49,ENSG00000183077
Lung-Glandular,AGAP2-AS1,1,49,ENSG00000255737
Lung-Glandular,AGPAT5,1,49,ENSG00000155189
Lung-Glandular,AGRP,1,49,ENSG00000159723
Lung-Glandular,AKAP13,1,49,ENSG00000170776
Lung-Glandular,AKAP3,1,49,ENSG00000111254
Lung-Glandular,AKAP8,1,49,ENSG00000105127
Lung-Glandular,AL118506.1,1,49,
Lung-Glandular,AL162431.1,1,49,
Lung-Glandular,AL391152.1,1,49,
Lung-Glandular,AL445665.1,1,49,
Lung-Glandular,ALAS2,1,49,ENSG00000158578
Lung-Glandular,ALG9,1,49,ENSG00000086848
Lung-Glandular,AMBN,1,49,ENSG00000178522
Lung-Glandular,AMY1B,1,49,ENSG00000174876
Lung-Glandular,ANKRD13B,1,49,ENSG00000198720
Lung-Glandular,ANKRD13D,1,49,ENSG00000172932
Lung-Glandular,ANKRD20A3,1,49,
Lung-Glandular,ANKRD40,1,49,ENSG00000154945
Lung-Glandular,ANKRD7,1,49,ENSG00000106013
Lung-Glandular,ANOS1,1,49,ENSG00000011201
Lung-Glandular,ANXA8L1,1,49,ENSG00000264230
Lung-Glandular,AP000304.12,1,49,
Lung-Glandular,AP003041.2,1,49,
Lung-Glandular,AP3B2,1,49,ENSG00000103723
Lung-Glandular,APCDD1,1,49,ENSG00000154856
Lung-Glandular,APEX2,1,49,ENSG00000169188
Lung-Glandular,API5,1,49,ENSG00000166181
Lung-Glandular,APOA1,1,49,ENSG00000118137
Lung-Glandular,ARF1,1,49,ENSG00000143761
Lung-Glandular,ARHGAP18,1,49,ENSG00000146376
Lung-Glandular,ARHGAP33,1,49,ENSG00000004777
Lung-Glandular,ARID5A,1,49,ENSG00000196843
Lung-Glandular,ARMC10,1,49,ENSG00000170632
Lung-Glandular,ARSG,1,49,ENSG00000141337
Lung-Glandular,ART1,1,49,ENSG00000129744
Lung-Glandular,ASB16,1,49,ENSG00000161664
Lung-Glandular,ASB7,1,49,ENSG00000183475
Lung-Glandular,ASPM,1,49,ENSG00000066279
Lung-Glandular,ATF5,1,49,ENSG00000169136
Lung-Glandular,ATP10A,1,49,ENSG00000206190
Lung-Glandular,ATP2A3,1,49,ENSG00000074370
Lung-Glandular,ATP5I,1,49,
Lung-Glandular,ATP5J2-PTCD1,1,49,
Lung-Glandular,ATP5O,1,49,
Lung-Glandular,ATP8A1,1,49,ENSG00000124406
Lung-Glandular,AUNIP,1,49,ENSG00000127423
Lung-Glandular,AUP1,1,49,ENSG00000115307
Lung-Glandular,AXDND1,1,49,ENSG00000162779
Lung-Glandular,AXL,1,49,ENSG00000167601
Lung-Glandular,B3GLCT,1,49,ENSG00000187676
Lung-Glandular,B3GNT9,1,49,ENSG00000237172
Lung-Glandular,BAHD1,1,49,ENSG00000140320
Lung-Glandular,BAIAP2L1,1,49,ENSG00000006453
Lung-Glandular,BAZ2B,1,49,ENSG00000123636
Lung-Glandular,BCL2L2,1,49,ENSG00000129473
Lung-Glandular,BHLHE40,1,49,ENSG00000134107
Lung-Glandular,BLVRA,1,49,ENSG00000106605
Lung-Glandular,BPIFC,1,49,ENSG00000184459
Lung-Glandular,BRAP,1,49,ENSG00000089234
Lung-Glandular,BRD3,1,49,ENSG00000169925
Lung-Glandular,BRD9,1,49,ENSG00000028310
Lung-Glandular,BRICD5,1,49,ENSG00000182685
Lung-Glandular,BSG,1,49,ENSG00000172270
Lung-Glandular,C14orf80,1,49,
Lung-Glandular,C16orf59,1,49,
Lung-Glandular,C17orf100,1,49,ENSG00000256806
Lung-Glandular,C20orf27,1,49,
Lung-Glandular,C2orf83,1,49,ENSG00000290795
Lung-Glandular,C6orf226,1,49,ENSG00000221821
Lung-Glandular,C6orf62,1,49,ENSG00000112308
Lung-Glandular,C7orf33,1,49,ENSG00000170279
Lung-Glandular,C7orf55-LUC7L2,1,49,
Lung-Glandular,CABP2,1,49,ENSG00000167791
Lung-Glandular,CACNA2D1,1,49,ENSG00000153956
Lung-Glandular,CACNG5,1,49,ENSG00000075429
Lung-Glandular,CACNG8,1,49,ENSG00000142408
Lung-Glandular,CACYBP,1,49,ENSG00000116161
Lung-Glandular,CALD1,1,49,ENSG00000122786
Lung-Glandular,CALN1,1,49,ENSG00000183166
Lung-Glandular,CAPN3,1,49,ENSG00000092529
Lung-Glandular,CARNS1,1,49,ENSG00000172508
Lung-Glandular,CASP2,1,49,ENSG00000106144
Lung-Glandular,CASP8AP2,1,49,ENSG00000118412
Lung-Glandular,CBWD3,1,49,
Lung-Glandular,CBX7,1,49,ENSG00000100307
Lung-Glandular,CCDC106,1,49,ENSG00000173581
Lung-Glandular,CCDC47,1,49,ENSG00000108588
Lung-Glandular,CCDC62,1,49,ENSG00000130783
Lung-Glandular,CCDC92,1,49,ENSG00000119242
Lung-Glandular,CCDC97,1,49,ENSG00000142039
Lung-Glandular,CCL1,1,49,ENSG00000108702
Lung-Glandular,CCNC,1,49,ENSG00000112237
Lung-Glandular,CCNDBP1,1,49,ENSG00000166946
Lung-Glandular,CCR1,1,49,ENSG00000163823
Lung-Glandular,CCR10,1,49,ENSG00000184451
Lung-Glandular,CCS,1,49,ENSG00000173992
Lung-Glandular,CCSER2,1,49,ENSG00000107771
Lung-Glandular,CD200R1L,1,49,ENSG00000206531
Lung-Glandular,CD244,1,49,ENSG00000122223
Lung-Glandular,CD5L,1,49,ENSG00000073754
Lung-Glandular,CDK10,1,49,ENSG00000185324
Lung-Glandular,CDK11A,1,49,ENSG00000008128
Lung-Glandular,CELA1,1,49,ENSG00000139610
Lung-Glandular,CELF1,1,49,ENSG00000149187
Lung-Glandular,CENPQ,1,49,ENSG00000031691
Lung-Glandular,CENPU,1,49,ENSG00000151725
Lung-Glandular,CER1,1,49,ENSG00000147869
Lung-Glandular,CERS2,1,49,ENSG00000143418
Lung-Glandular,CES4A,1,49,ENSG00000172824
Lung-Glandular,CES5A,1,49,ENSG00000159398
Lung-Glandular,CETN1,1,49,ENSG00000177143
Lung-Glandular,CFAP53,1,49,ENSG00000172361
Lung-Glandular,CGB,1,49,
Lung-Glandular,CGB7,1,49,ENSG00000196337
Lung-Glandular,CHCHD6,1,49,ENSG00000159685
Lung-Glandular,CHD1,1,49,ENSG00000153922
Lung-Glandular,CHD8,1,49,ENSG00000100888
Lung-Glandular,CHPT1,1,49,ENSG00000111666
Lung-Glandular,CHST3,1,49,ENSG00000122863
Lung-Glandular,CHTOP,1,49,ENSG00000160679
Lung-Glandular,CILP,1,49,ENSG00000138615
Lung-Glandular,CKMT1A,1,49,ENSG00000223572
Lung-Glandular,CLCF1,1,49,ENSG00000175505
Lung-Glandular,CLDN18,1,49,ENSG00000066405
Lung-Glandular,CLDN22,1,49,ENSG00000177300
Lung-Glandular,CLEC10A,1,49,ENSG00000132514
Lung-Glandular,CLEC4D,1,49,ENSG00000166527
Lung-Glandular,CLPTM1,1,49,ENSG00000104853
Lung-Glandular,CLPX,1,49,ENSG00000166855
Lung-Glandular,CMTM3,1,49,ENSG00000140931
Lung-Glandular,CMTM7,1,49,ENSG00000153551
Lung-Glandular,CNMD,1,49,ENSG00000136110
Lung-Glandular,CNNM4,1,49,ENSG00000158158
Lung-Glandular,CNOT9,1,49,ENSG00000144580
Lung-Glandular,CNPY4,1,49,ENSG00000166997
Lung-Glandular,CNTNAP3,1,49,ENSG00000106714
Lung-Glandular,COA7,1,49,ENSG00000162377
Lung-Glandular,COL5A1,1,49,ENSG00000130635
Lung-Glandular,COLEC12,1,49,ENSG00000158270
Lung-Glandular,COMMD7,1,49,ENSG00000149600
Lung-Glandular,COQ3,1,49,ENSG00000132423
Lung-Glandular,COQ6,1,49,ENSG00000119723
Lung-Glandular,COTL1,1,49,ENSG00000103187
Lung-Glandular,CPA3,1,49,ENSG00000163751
Lung-Glandular,CR1L,1,49,ENSG00000197721
Lung-Glandular,CRIP3,1,49,ENSG00000146215
Lung-Glandular,CRK,1,49,ENSG00000167193
Lung-Glandular,CRYBA2,1,49,ENSG00000163499
Lung-Glandular,CRYGA,1,49,ENSG00000168582
Lung-Glandular,CRYL1,1,49,ENSG00000165475
Lung-Glandular,CSAD,1,49,ENSG00000139631
Lung-Glandular,CSNK1D,1,49,ENSG00000141551
Lung-Glandular,CSRNP1,1,49,ENSG00000144655
Lung-Glandular,CST1,1,49,ENSG00000170373
Lung-Glandular,CTC-260F20.3,1,49,
Lung-Glandular,CTSH,1,49,ENSG00000103811
Lung-Glandular,CUL5,1,49,ENSG00000166266
Lung-Glandular,CWC15,1,49,ENSG00000150316
Lung-Glandular,CXCR5,1,49,ENSG00000160683
Lung-Glandular,CXXC1,1,49,ENSG00000154832
Lung-Glandular,CXorf56,1,49,
Lung-Glandular,CYB5A,1,49,ENSG00000166347
Lung-Glandular,CYB5B,1,49,ENSG00000103018
Lung-Glandular,CYB5R4,1,49,ENSG00000065615
Lung-Glandular,CYP26B1,1,49,ENSG00000003137
Lung-Glandular,CYP2W1,1,49,ENSG00000073067
Lung-Glandular,DAZAP1,1,49,ENSG00000071626
Lung-Glandular,DCAF13,1,49,ENSG00000164934
Lung-Glandular,DDX17,1,49,ENSG00000100201
Lung-Glandular,DEFB4A,1,49,ENSG00000171711
Lung-Glandular,DEK,1,49,ENSG00000124795
Lung-Glandular,DENND1B,1,49,ENSG00000213047
Lung-Glandular,DGKD,1,49,ENSG00000077044
Lung-Glandular,DHRS13,1,49,ENSG00000167536
Lung-Glandular,DISC1,1,49,ENSG00000162946
Lung-Glandular,DLG5,1,49,ENSG00000151208
Lung-Glandular,DLGAP2,1,49,ENSG00000198010
Lung-Glandular,DLX2,1,49,ENSG00000115844
Lung-Glandular,DMAC1,1,49,ENSG00000137038
Lung-Glandular,DNAJA1,1,49,ENSG00000086061
Lung-Glandular,DNAJB11,1,49,ENSG00000090520
Lung-Glandular,DNAJB8,1,49,ENSG00000179407
Lung-Glandular,DNAJC19,1,49,ENSG00000205981
Lung-Glandular,DNAJC5,1,49,ENSG00000101152
Lung-Glandular,DNASE1,1,49,ENSG00000213918
Lung-Glandular,DNLZ,1,49,ENSG00000213221
Lung-Glandular,DNMT3B,1,49,ENSG00000088305
Lung-Glandular,DOCK5,1,49,ENSG00000147459
Lung-Glandular,DOLK,1,49,ENSG00000175283
Lung-Glandular,DPH1,1,49,ENSG00000108963
Lung-Glandular,DPP7,1,49,ENSG00000176978
Lung-Glandular,DPY30,1,49,ENSG00000162961
Lung-Glandular,DSP,1,49,ENSG00000096696
Lung-Glandular,DUSP19,1,49,ENSG00000162999
Lung-Glandular,DUSP21,1,49,ENSG00000189037
Lung-Glandular,DUSP26,1,49,ENSG00000133878
Lung-Glandular,DUSP3,1,49,ENSG00000108861
Lung-Glandular,DUX4L5,1,49,
Lung-Glandular,DVL1,1,49,ENSG00000107404
Lung-Glandular,DYRK1A,1,49,ENSG00000157540
Lung-Glandular,DYSF,1,49,ENSG00000135636
Lung-Glandular,EBI3,1,49,ENSG00000105246
Lung-Glandular,EDC4,1,49,ENSG00000038358
Lung-Glandular,EDF1,1,49,ENSG00000107223
Lung-Glandular,EDRF1,1,49,ENSG00000107938
Lung-Glandular,EGFR,1,49,ENSG00000146648
Lung-Glandular,EHBP1L1,1,49,ENSG00000173442
Lung-Glandular,EIF2AK4,1,49,ENSG00000128829
Lung-Glandular,EIF2D,1,49,ENSG00000143486
Lung-Glandular,ELF3,1,49,ENSG00000163435
Lung-Glandular,ELMO2,1,49,ENSG00000062598
Lung-Glandular,ELOVL7,1,49,ENSG00000164181
Lung-Glandular,EMC9,1,49,ENSG00000100908
Lung-Glandular,EML2-AS1,1,49,ENSG00000267757
Lung-Glandular,EML4,1,49,ENSG00000143924
Lung-Glandular,ENGASE,1,49,ENSG00000167280
Lung-Glandular,ENY2,1,49,ENSG00000120533
Lung-Glandular,ERBB3,1,49,ENSG00000065361
Lung-Glandular,ERGIC3,1,49,ENSG00000125991
Lung-Glandular,ERI2,1,49,ENSG00000196678
Lung-Glandular,ESCO2,1,49,ENSG00000171320
Lung-Glandular,ESYT3,1,49,ENSG00000158220
Lung-Glandular,EVX1,1,49,ENSG00000106038
Lung-Glandular,EZH1,1,49,ENSG00000108799
Lung-Glandular,F8A1,1,49,ENSG00000288722
Lung-Glandular,FAAP100,1,49,ENSG00000185504
Lung-Glandular,FADD,1,49,ENSG00000168040
Lung-Glandular,FADS1,1,49,ENSG00000149485
Lung-Glandular,FADS6,1,49,ENSG00000172782
Lung-Glandular,FAM187B,1,49,ENSG00000177558
Lung-Glandular,FAM207A,1,49,
Lung-Glandular,FAM221B,1,49,ENSG00000204930
Lung-Glandular,FAM57A,1,49,
Lung-Glandular,FAM91A1,1,49,ENSG00000176853
Lung-Glandular,FANCI,1,49,ENSG00000140525
Lung-Glandular,FASTKD5,1,49,ENSG00000215251
Lung-Glandular,FBXL19,1,49,ENSG00000099364
Lung-Glandular,FBXW2,1,49,ENSG00000119402
Lung-Glandular,FDX1,1,49,ENSG00000137714
Lung-Glandular,FGF1,1,49,ENSG00000113578
Lung-Glandular,FGFR1OP2,1,49,ENSG00000111790
Lung-Glandular,FKBP10,1,49,ENSG00000141756
Lung-Glandular,FLJ25363,1,49,
Lung-Glandular,FMNL3,1,49,ENSG00000161791
Lung-Glandular,FOXA2,1,49,ENSG00000125798
Lung-Glandular,FOXJ3,1,49,ENSG00000198815
Lung-Glandular,FOXK2,1,49,ENSG00000141568
Lung-Glandular,FRG1,1,49,ENSG00000109536
Lung-Glandular,FRG1BP,1,49,
Lung-Glandular,FTCD,1,49,ENSG00000160282
Lung-Glandular,FTMT,1,49,ENSG00000181867
Lung-Glandular,FUOM,1,49,ENSG00000148803
Lung-Glandular,FURIN,1,49,ENSG00000140564
Lung-Glandular,FUT5,1,49,ENSG00000130383
Lung-Glandular,FUT6,1,49,ENSG00000156413
Lung-Glandular,FUT7,1,49,ENSG00000180549
Lung-Glandular,FXYD7,1,49,ENSG00000221946
Lung-Glandular,FZR1,1,49,ENSG00000105325
Lung-Glandular,G3BP1,1,49,ENSG00000145907
Lung-Glandular,G6PC3,1,49,ENSG00000141349
Lung-Glandular,GAD2,1,49,ENSG00000136750
Lung-Glandular,GALNT15,1,49,ENSG00000131386
Lung-Glandular,GAS7,1,49,ENSG00000007237
Lung-Glandular,GATAD1,1,49,ENSG00000157259
Lung-Glandular,GATAD2A,1,49,ENSG00000167491
Lung-Glandular,GATAD2B,1,49,ENSG00000143614
Lung-Glandular,GATD1,1,49,ENSG00000177225
Lung-Glandular,GATS,1,49,
Lung-Glandular,GDI2,1,49,ENSG00000057608
Lung-Glandular,GDPD5,1,49,ENSG00000158555
Lung-Glandular,GGN,1,49,ENSG00000179168
Lung-Glandular,GID8,1,49,ENSG00000101193
Lung-Glandular,GLO1,1,49,ENSG00000124767
Lung-Glandular,GNA12,1,49,ENSG00000146535
Lung-Glandular,GNG11,1,49,ENSG00000127920
Lung-Glandular,GNG13,1,49,ENSG00000127588
Lung-Glandular,GNLY,1,49,ENSG00000115523
Lung-Glandular,GOLGA6L1,1,49,ENSG00000273976
Lung-Glandular,GOLGA6L10,1,49,ENSG00000278662
Lung-Glandular,GOLGA6L22,1,49,ENSG00000237850
Lung-Glandular,GPHB5,1,49,ENSG00000179600
Lung-Glandular,GPI,1,49,ENSG00000105220
Lung-Glandular,GPR78,1,49,ENSG00000155269
Lung-Glandular,GPX2,1,49,ENSG00000176153
Lung-Glandular,GPX4,1,49,ENSG00000167468
Lung-Glandular,GREM2,1,49,ENSG00000180875
Lung-Glandular,GRIK3,1,49,ENSG00000163873
Lung-Glandular,GRIK5,1,49,ENSG00000105737
Lung-Glandular,GRIN3B,1,49,ENSG00000116032
Lung-Glandular,GRM7,1,49,ENSG00000196277
Lung-Glandular,GSTK1,1,49,ENSG00000197448
Lung-Glandular,GSTT2B,1,49,ENSG00000133433
Lung-Glandular,GSX2,1,49,ENSG00000180613
Lung-Glandular,GTF2H2,1,49,ENSG00000145736
Lung-Glandular,GTF3C6,1,49,ENSG00000155115
Lung-Glandular,GTPBP10,1,49,ENSG00000105793
Lung-Glandular,GTPBP3,1,49,ENSG00000130299
Lung-Glandular,GTPBP6_X,1,49,
Lung-Glandular,GTPBP8,1,49,ENSG00000163607
Lung-Glandular,HACL1,1,49,ENSG00000131373
Lung-Glandular,HAS3,1,49,ENSG00000103044
Lung-Glandular,HASPIN,1,49,ENSG00000177602
Lung-Glandular,HCLS1,1,49,ENSG00000180353
Lung-Glandular,HCN1,1,49,ENSG00000164588
Lung-Glandular,HDAC4,1,49,ENSG00000068024
Lung-Glandular,HDAC6,1,49,ENSG00000094631
Lung-Glandular,HDAC8,1,49,ENSG00000147099
Lung-Glandular,HDGFL2,1,49,ENSG00000167674
Lung-Glandular,HDHD2,1,49,ENSG00000167220
Lung-Glandular,HDHD3,1,49,ENSG00000119431
Lung-Glandular,HEATR9,1,49,ENSG00000270379
Lung-Glandular,HERC1,1,49,ENSG00000103657
Lung-Glandular,HEXIM2,1,49,ENSG00000168517
Lung-Glandular,HEY2,1,49,ENSG00000135547
Lung-Glandular,HIGD1C,1,49,ENSG00000214511
Lung-Glandular,HIKESHI,1,49,ENSG00000149196
Lung-Glandular,HIST1H1D,1,49,
Lung-Glandular,HIST1H2AJ,1,49,
Lung-Glandular,HIST1H3B,1,49,
Lung-Glandular,HIST2H3D,1,49,
Lung-Glandular,HMGB4,1,49,ENSG00000176256
Lung-Glandular,HNF1B,1,49,ENSG00000275410
Lung-Glandular,HNRNPUL2,1,49,ENSG00000214753
Lung-Glandular,HPS3,1,49,ENSG00000163755
Lung-Glandular,HS3ST5,1,49,ENSG00000249853
Lung-Glandular,HSBP1,1,49,ENSG00000230989
Lung-Glandular,HSD11B2,1,49,ENSG00000176387
Lung-Glandular,HSD17B12,1,49,ENSG00000149084
Lung-Glandular,HSFX2,1,49,ENSG00000268738
Lung-Glandular,HSP90AB1,1,49,ENSG00000096384
Lung-Glandular,HSPE1-MOB4,1,49,ENSG00000270757
Lung-Glandular,HTRA2,1,49,ENSG00000115317
Lung-Glandular,ICE2,1,49,ENSG00000128915
Lung-Glandular,IER2,1,49,ENSG00000160888
Lung-Glandular,IFFO1,1,49,ENSG00000010295
Lung-Glandular,IGHV7-81,1,49,
Lung-Glandular,IKBKE,1,49,ENSG00000263528
Lung-Glandular,IL3,1,49,ENSG00000164399
Lung-Glandular,ILVBL,1,49,ENSG00000105135
Lung-Glandular,INA,1,49,ENSG00000148798
Lung-Glandular,ING3,1,49,ENSG00000071243
Lung-Glandular,INPP5A,1,49,ENSG00000068383
Lung-Glandular,INPP5F,1,49,ENSG00000198825
Lung-Glandular,IPPK,1,49,ENSG00000127080
Lung-Glandular,ITGA3,1,49,ENSG00000005884
Lung-Glandular,ITGAL,1,49,ENSG00000005844
Lung-Glandular,ITGAV,1,49,ENSG00000138448
Lung-Glandular,ITPK1,1,49,ENSG00000100605
Lung-Glandular,ITPKB,1,49,ENSG00000143772
Lung-Glandular,JDP2,1,49,ENSG00000140044
Lung-Glandular,JMJD6,1,49,ENSG00000070495
Lung-Glandular,JPH1,1,49,ENSG00000104369
Lung-Glandular,KCNK13,1,49,ENSG00000152315
Lung-Glandular,KCNS2,1,49,ENSG00000156486
Lung-Glandular,KDM4A,1,49,ENSG00000066135
Lung-Glandular,KDM6A,1,49,ENSG00000147050
Lung-Glandular,KDM6B,1,49,ENSG00000132510
Lung-Glandular,KIAA0513,1,49,ENSG00000135709
Lung-Glandular,KIAA1217,1,49,ENSG00000120549
Lung-Glandular,KIAA1524,1,49,
Lung-Glandular,KIAA2012,1,49,ENSG00000182329
Lung-Glandular,KIF16B,1,49,ENSG00000089177
Lung-Glandular,KIF6,1,49,ENSG00000164627
Lung-Glandular,KIR2DL4,1,49,ENSG00000189013
Lung-Glandular,KISS1,1,49,ENSG00000170498
Lung-Glandular,KLF16,1,49,ENSG00000129911
Lung-Glandular,KLF7,1,49,ENSG00000118263
Lung-Glandular,KLHL20,1,49,ENSG00000076321
Lung-Glandular,KLHL3,1,49,ENSG00000146021
Lung-Glandular,KLHL36,1,49,ENSG00000135686
Lung-Glandular,KLK11,1,49,ENSG00000167757
Lung-Glandular,KMT2A,1,49,ENSG00000118058
Lung-Glandular,KMT2B,1,49,ENSG00000272333
Lung-Glandular,KNCN,1,49,ENSG00000162456
Lung-Glandular,KRT13,1,49,ENSG00000171401
Lung-Glandular,KRT16,1,49,ENSG00000186832
Lung-Glandular,KRT17,1,49,ENSG00000128422
Lung-Glandular,KRT18,1,49,ENSG00000111057
Lung-Glandular,KRT25,1,49,ENSG00000204897
Lung-Glandular,KRTAP2-2,1,49,ENSG00000214518
Lung-Glandular,KRTAP29-1,1,49,ENSG00000212658
Lung-Glandular,KRTAP4-4,1,49,ENSG00000171396
Lung-Glandular,KRTAP4-6,1,49,ENSG00000198090
Lung-Glandular,KRTAP9-9,1,49,ENSG00000198083
Lung-Glandular,LAMA1,1,49,ENSG00000101680
Lung-Glandular,LAMB2,1,49,ENSG00000172037
Lung-Glandular,LARP1,1,49,ENSG00000155506
Lung-Glandular,LARP4,1,49,ENSG00000161813
Lung-Glandular,LCK,1,49,ENSG00000182866
Lung-Glandular,LGALS7B,1,49,ENSG00000178934
Lung-Glandular,LHX1,1,49,ENSG00000273706
Lung-Glandular,LHX3,1,49,ENSG00000107187
Lung-Glandular,LHX5,1,49,ENSG00000089116
Lung-Glandular,LIG1,1,49,ENSG00000105486
Lung-Glandular,LIMS4,1,49,ENSG00000256671
Lung-Glandular,LIN7A,1,49,ENSG00000111052
Lung-Glandular,LINC01549,1,49,
Lung-Glandular,LINC01587,1,49,ENSG00000082929
Lung-Glandular,LINGO1,1,49,ENSG00000169783
Lung-Glandular,LIPE,1,49,ENSG00000079435
Lung-Glandular,LIPT1,1,49,ENSG00000144182
Lung-Glandular,LLGL1,1,49,ENSG00000131899
Lung-Glandular,LMAN1L,1,49,ENSG00000140506
Lung-Glandular,LRG1,1,49,ENSG00000171236
Lung-Glandular,LRRC37A3,1,49,ENSG00000176809
Lung-Glandular,LSR,1,49,ENSG00000105699
Lung-Glandular,LYPD3,1,49,ENSG00000124466
Lung-Glandular,MAG,1,49,ENSG00000105695
Lung-Glandular,MANBA,1,49,ENSG00000109323
Lung-Glandular,MANF,1,49,ENSG00000145050
Lung-Glandular,MAP2K4,1,49,ENSG00000065559
Lung-Glandular,MAP3K14,1,49,ENSG00000006062
Lung-Glandular,MAP3K2,1,49,ENSG00000169967
Lung-Glandular,MAPK7,1,49,ENSG00000166484
Lung-Glandular,MAPKAPK2,1,49,ENSG00000162889
Lung-Glandular,MAPRE1,1,49,ENSG00000101367
Lung-Glandular,MARK1,1,49,ENSG00000116141
Lung-Glandular,MARK3,1,49,ENSG00000075413
Lung-Glandular,MATK,1,49,ENSG00000007264
Lung-Glandular,MBD3L4,1,49,ENSG00000205718
Lung-Glandular,MBTD1,1,49,ENSG00000011258
Lung-Glandular,MC5R,1,49,ENSG00000176136
Lung-Glandular,MCTP1,1,49,ENSG00000175471
Lung-Glandular,MDH2,1,49,ENSG00000146701
Lung-Glandular,MDK,1,49,ENSG00000110492
Lung-Glandular,MED15,1,49,ENSG00000099917
Lung-Glandular,MEF2C,1,49,ENSG00000081189
Lung-Glandular,MFAP4,1,49,ENSG00000166482
Lung-Glandular,MGAT4B,1,49,ENSG00000161013
Lung-Glandular,MGRN1,1,49,ENSG00000102858
Lung-Glandular,MIB1,1,49,ENSG00000101752
Lung-Glandular,MICAL1,1,49,ENSG00000135596
Lung-Glandular,MIEF2,1,49,ENSG00000177427
Lung-Glandular,MINOS1,1,49,
Lung-Glandular,MIOS,1,49,ENSG00000164654
Lung-Glandular,MIR103B1,1,49,ENSG00000283612
Lung-Glandular,MIR1228,1,49,ENSG00000221365
Lung-Glandular,MIR130B,1,49,ENSG00000283871
Lung-Glandular,MIR149,1,49,ENSG00000207611
Lung-Glandular,MIR181C,1,49,ENSG00000207613
Lung-Glandular,MIR199A1,1,49,ENSG00000207752
Lung-Glandular,MIR2054,1,49,ENSG00000283550
Lung-Glandular,MIR297,1,49,ENSG00000215961
Lung-Glandular,MIR3156-2,1,49,ENSG00000265499
Lung-Glandular,MIR3159,1,49,ENSG00000264603
Lung-Glandular,MIR3620,1,49,ENSG00000284163
Lung-Glandular,MIR3652,1,49,ENSG00000284503
Lung-Glandular,MIR3661,1,49,ENSG00000266751
Lung-Glandular,MIR378A,1,49,ENSG00000199047
Lung-Glandular,MIR3907,1,49,ENSG00000265810
Lung-Glandular,MIR3943,1,49,ENSG00000264069
Lung-Glandular,MIR4267,1,49,ENSG00000265682
Lung-Glandular,MIR4283-2,1,49,ENSG00000265214
Lung-Glandular,MIR4290,1,49,ENSG00000263967
Lung-Glandular,MIR4426,1,49,ENSG00000283795
Lung-Glandular,MIR4432,1,49,ENSG00000266078
Lung-Glandular,MIR4442,1,49,ENSG00000283971
Lung-Glandular,MIR4503,1,49,ENSG00000266327
Lung-Glandular,MIR4516,1,49,ENSG00000265867
Lung-Glandular,MIR4637,1,49,ENSG00000264792
Lung-Glandular,MIR4638,1,49,ENSG00000264732
Lung-Glandular,MIR4646,1,49,ENSG00000266776
Lung-Glandular,MIR4662B,1,49,ENSG00000263735
Lung-Glandular,MIR4679-1,1,49,ENSG00000283664
Lung-Glandular,MIR4734,1,49,ENSG00000275238
Lung-Glandular,MIR4769,1,49,ENSG00000263858
Lung-Glandular,MIR518F,1,49,ENSG00000207706
Lung-Glandular,MIR5193,1,49,ENSG00000283726
Lung-Glandular,MIR527,1,49,ENSG00000207979
Lung-Glandular,MIR548A1,1,49,ENSG00000207775
Lung-Glandular,MIR549A,1,49,ENSG00000208003
Lung-Glandular,MIR562,1,49,ENSG00000207626
Lung-Glandular,MIR6165,1,49,ENSG00000277478
Lung-Glandular,MIR629,1,49,ENSG00000207965
Lung-Glandular,MIR637,1,49,ENSG00000283928
Lung-Glandular,MIR6511B2,1,49,ENSG00000283346
Lung-Glandular,MIR671,1,49,ENSG00000284191
Lung-Glandular,MIR6782,1,49,ENSG00000275107
Lung-Glandular,MIR6783,1,49,ENSG00000278223
Lung-Glandular,MIR6791,1,49,ENSG00000283950
Lung-Glandular,MIR6795,1,49,ENSG00000275711
Lung-Glandular,MIR6800,1,49,ENSG00000284114
Lung-Glandular,MIR6804,1,49,ENSG00000275519
Lung-Glandular,MIR6813,1,49,ENSG00000274034
Lung-Glandular,MIR6815,1,49,ENSG00000275167
Lung-Glandular,MIR6844,1,49,ENSG00000284087
Lung-Glandular,MIR6848,1,49,ENSG00000284229
Lung-Glandular,MIR6849,1,49,ENSG00000283770
Lung-Glandular,MIR6887,1,49,ENSG00000284065
Lung-Glandular,MIR6891,1,49,ENSG00000277402
Lung-Glandular,MIR6893,1,49,ENSG00000276598
Lung-Glandular,MIR7111,1,49,ENSG00000276712
Lung-Glandular,MIR939,1,49,ENSG00000284310
Lung-Glandular,MMACHC,1,49,ENSG00000132763
Lung-Glandular,MMD,1,49,ENSG00000108960
Lung-Glandular,MNT,1,49,ENSG00000070444
Lung-Glandular,MPDU1,1,49,ENSG00000129255
